"APN","Address - Street Number","Address - Street Name","Address - Zip Code","Bedrooms","Bathrooms","MTRO Square Footage","Lot Size - Acres","Year Built","Property Condition","Remodeled/Updated","Remodeled/Updated Desc","DOM","CDOM","Original Price","List Price","Close Price","On Market Date","Close Date","Multiple Offers","Number of Offers"
"232-0203-008-0000","5940","MALEVILLE","95608","3","2 (2 0)","1229","0.1300","1958","","","","0","174","227500.00","227500.00","225500.00","","04/29/03","","0"
"245-0103-006-0000","6238","Mineral","95608","3","2 (2 0)","1741","0.2000","1973","","","","0","39","305000.00","305000.00","300000.00","","06/13/03","","0"
"230-0254-002-0000","5500","Valerie","95608","4","3 (3 0)","2045","0.1700","1961","","","","0","63","309500.00","309500.00","310000.00","","05/06/03","","0"
"232-0420-023-0000","5946","Via Casitas","95608","2","2 (1 1)","972","0.0200","1971","","","","0","3","144000.00","144000.00","145000.00","","05/02/03","","0"
"258-0281-002-0000","4033","Rochdale","95608","3","2 (2 0)","1590","0.2700","1966","","","","0","22","345000.00","329000.00","325000.00","","04/30/03","","0"
"247-0240-033-0000","7124","lincoln","95608","4-5","2 (2 0)","1900","0.2700","1959","","","","0","14","325000.00","325000.00","315000.00","","04/29/03","","0"
"273-0192-053-0000","2618","Arboreta","95608","4","3 (3 0)","2335","0.2300","1992","","","","0","177","499000.00","499000.00","505000.00","","05/15/03","","0"
"245-0234-013","4118","VALIANT","95608","3","2 (2 0)","1219","0.2300","1964","","","","0","154","230000.00","230000.00","225000.00","","05/15/03","","0"
"258-0400-013-0000","3435","Farid","95608","2","2 (2 0)","1081","0.0800","1981","","","","0","29","191500.00","189500.00","193000.00","","05/14/03","","0"
"272-0070-049-0000","3116","Garfield","95608","3","3 (2 1)","1600","0.2500","1959","","","","0","43","239000.00","239000.00","235000.00","","05/01/03","","0"
"247-0280-034-0000","4008","Eastwood Village","95608","3","3 (2 1)","1485","0.0700","1993","","","","0","543","219900.00","224900.00","228000.00","","04/29/03","","0"
"273-0283-006-0000","3157","Oak Cliff","95608","4-5","3 (2 1)","3067","0.3900","1963","","","","0","220","1150000.00","1150000.00","1050000.00","","05/22/03","","0"
"273-0211-053-0000","2531","California","95608","3","2 (2 0)","1703","0.2100","1927","","","","0","180","329500.00","329500.00","329500.00","","04/29/03","","0"
"273-0150-046-0000","2936","Marco","95608","4","3 (2 1)","2126","0.2300","1967","","","","0","8","432000.00","432000.00","430000.00","","04/25/03","","0"
"283-0151-021-0000","2115","Rachel","95608","3","2 (2 0)","1995","0.2600","1965","","","","0","6","35990000.00","359900.00","354500.00","","04/24/03","","0"
"260-0071-007-0000","3915","Continental","95608","3","2 (1 1)","1373","0.2300","2003","","","","0","11","275000.00","275000.00","275000.00","","04/25/03","","0"
"258-0203-035-0000","5424","Grant","95608","3","1 (1 0)","1073","0.2300","1955","","","","0","4","229000.00","229000.00","229000.00","","04/26/03","","0"
"258-0160-081-0000","5525","North","95608","3","3 (2 1)","2010","0.1280","2003","","","","0","0","299000.00","299000.00","299000.00","","04/11/03","","0"
"229-0254-014-0000","6101","Hilltop","95608","4","2 (2 0)","1344","0.1500","1960","","","","0","84","245000.00","244500.00","244500.00","","08/04/03","","0"
"260-0200-027-0000","3606","Waynart","95608","2","1 (1 0)","1457","0.2400","1930","","","","0","68","240000.00","240000.00","240000.00","","07/07/03","","0"
"230-0323-009-0000","4362","Virgusell","95608","3","3 (2 1)","2068","0.3200","1967","","","","0","80","450000.00","450000.00","425000.00","","06/27/03","","0"
"273-0170-027-0000","6100","Palm","95608","3","2 (2 0)","1380","0.1500","1978","","","","0","0","210000.00","210000.00","210000.00","","04/11/03","","0"
"289-0311-004-0000","1453","Meredith","95608","4","3 (2 1)","2206","0.2300","1964","","","","0","6","475000.00","475000.00","480000.00","","05/16/03","","0"
"258-0330-044-0000","5129","Gibbons","95608","3","3 (2 1)","1344","0.0310","1972","","","","0","9","169900.00","169900.00","171000.00","","04/30/03","","0"
"232-0342-011-0000","6412","Markley","95608","3","2 (2 0)","1456","0.1700","1961","","","","0","17","239999.00","239999.00","240000.00","","05/09/03","","0"
"236-0081-001-0000","6053","NORTHCREST","95608","3","2 (2 0)","1502","0.2300","1959","","","","0","38","259000.00","235000.00","237000.00","","06/03/03","","0"
"232-0226-009-0000","5416","Earnell","95608","3","2 (2 0)","1263","0.1600","1958","","","","0","21","239999.00","215000.00","220000.00","","05/09/03","","0"
"236-0142-017-0000","5300","Sandstone","95608","3","2 (2 0)","1443","0.2000","1960","","","","0","9","255000.00","255000.00","255000.00","","05/05/03","","0"
"247-0171-007-0000","4411","MAPEL","95608","3-4","2 (2 0)","2300","0.5500","1953","","","","0","251","575000.00","575000.00","555000.00","","07/11/03","","0"
"232-0082-002-0000","5536","WOODLEIGH","95608","3","2 (2 0)","1485","0.2100","1958","","","","0","41","245000.00","245000.00","245000.00","","06/18/03","","0"
"292-0480-006-0000","4719","Dovercourt","95608","4","3 (3 0)","2474","0.2500","1972","","","","0","13","659000.00","659000.00","649000.00","","05/23/03","","0"
"272-0121-032","3085","STANTON","95608","3","2 (2 0)","1332","0.2300","1956","","","","0","70","249950.00","239900.00","231000.00","","07/25/03","","0"
"272-0090-016-0000","5200","Robertson","95608","3","2 (2 0)","1700","0.1800","1954","","","","0","31","274900.00","269000.00","263000.00","","07/02/03","","0"
"273-0121-002-0000","6205","Kiernan","95608","3","2 (2 0)","1248","0.2300","1956","","","","0","9","290000.00","290000.00","275000.00","","04/18/03","","0"
"247-0023-003-0000","4607","Charleston","95608","3","2 (2 0)","1801","0.2400","1963","","","","0","91","325000.00","315000.00","315000.00","","09/15/03","","0"
"256-0330-043-0000","4601","Foster","95608","3","2 (2 0)","1263","0.0820","1973","","","","0","67","210000.00","199950.00","196950.00","","07/23/03","","0"
"247-0210-063-0000","6936","Lincoln","95608","3","2 (2 0)","1853","0.2200","1978","","","","0","5","289500.00","289500.00","289500.00","","05/20/03","","0"
"258-0071-015-0000","5601","Engle","95608","3","1 (1 0)","967","0.2300","1954","","","","0","5","199000.00","199000.00","201000.00","","04/15/03","","0"
"258-0032-006-0000","3924","HENDERSON","95608","2","1 (1 0)","1817","0.3500","1956","Fixer","","","0","4","268900.00","268900.00","268900.00","","04/24/03","","0"
"282-0291-006-0000","2129","Bircher","95608","3","2 (2 0)","1255","0.2600","1959","","","","0","13","264500.00","264500.00","260000.00","","07/24/03","","0"
"272-0110-036","5540","ROBERTSON","95608","4","3 (2 1)","2349","0.2800","1940","","","","0","179","359000.00","359000.00","359000.00","","06/05/03","","0"
"245-0112-012-0000","6401","Rampart","95608","3","3 (3 0)","1800","0.1800","1964","","","","0","174","279000.00","279000.00","255000.00","","07/01/03","","0"
"273-0081-026-0000","3136","CALIFORNIA","95608","2","1 (1 0)","730","0.2600","1951","","","","0","13","215000.00","215000.00","213000.00","","05/15/03","","0"
"273-0091-052-0000","6480","CHIQUITA","95608","3","3 (2 1)","2254","0.4400","1975","","","","0","305","530000.00","530000.00","530000.00","","06/25/03","","0"
"230-0790-029-0000","5620","vall","95608","3","2 (2 0)","1200","0.1400","1984","","","","0","70","235950.00","235950.00","230000.00","","05/08/03","","0"
"271-0061-019-0000","4767","Lake","95608","4","3 (2 1)","2029","0.2681","1971","","","","0","5","292000.00","292000.00","290000.00","","05/15/03","","0"
"247-012-012-0000","6825","RAPPAHANNOCK","95608","3","2 (2 0)","1847","0.2900","1959","","","","0","4","307000.00","307000.00","305000.00","","05/27/03","","0"
"273-0150-038-0000","2916","Wendi Lee Ct.","95608","3","2 (2 0)","1750","0.2180","1969","","","","0","49","407000.00","407000.00","393000.00","","07/17/03","","0"
"272-0121-002-0000","5722","Robertson","95608","3","2 (2 0)","1600","0.2700","1957","","","","0","33","259900.00","259900.00","265000.00","","05/27/03","","0"
"256-0111-018","4905","Foster","95608","3","2 (1 1)","1509","0.2300","1956","","","","0","185","229900.00","229900.00","227500.00","","06/18/03","","0"
"273-0311-031-0000","3311","Parks","95608","3","1 (1 0)","1029","0.2200","1961","","","","0","0","235950.00","235950.00","235950.00","","05/07/03","","0"
"000-0000-002-0000","4301","GARDEN OAK","95608","4","3 (3 0)","2046","0.2100","2003","","","","0","84","349000.00","349000.00","355000.00","","06/03/03","","0"
"260-0292-005-0000","6317","Pattypeart","95608","3","2 (2 0)","1436","0.2500","1959","","","","0","22","208000.00","308000.00","308000.00","","06/30/03","","0"
"236-0044-007","5154","Kipp","95608","3","2 (2 0)","1322","0.2900","1970","","","","0","2","245000.00","248000.00","248000.00","","04/30/03","","0"
"256-0063-010-0000","4921","ENGLE","95608","3","2 (2 0)","18","0.0419","1958","","","","0","57","275000.00","260000.00","260000.00","","05/08/03","","0"
"260-0350-045-0000","3830","DOTTY","95608","4","3 (3 0)","2514","0.2500","1992","","","","0","23","459000.00","459000.00","455000.00","","06/17/03","","0"
"236-0122-001-0000","5235","Schuyler","95608","3","2 (2 0)","1700","0.2266","1965","","","","0","105","285000.00","279000.00","285975.00","","08/22/03","","0"
"289-0311-017-0000","1460","Gary","95608","2-3","2 (2 0)","1383","0.2300","1959","","","","0","47","345000.00","327950.00","300000.00","","06/26/03","","0"
"272-0090-003-0000","5246","Monitor","95608","3","1 (1 0)","1642","0.2300","1950","","","","0","1","245000.00","245000.00","246000.00","","05/23/03","","0"
"289-0223-018-0000","1309","Philomene","95608","3-4","3 (3 0)","2455","0.2400","1957","","","","0","19","725000.00","725000.00","725000.00","","06/17/03","","0"
"289-0293-011-0000","5408","Shelley","95608","4","3 (2 1)","2001","0.2300","1961","","","","0","18","449000.00","424500.00","412000.00","","06/30/03","","0"
"232-0450-017-0000","5933","Via Casitas","95608","2-3","3 (2 1)","1380","0.0160","1971","","","","0","53","169000.00","169000.00","169000.00","","07/03/03","","0"
"289-0295-001-0000","1500","Gregory","95608","4","2 (2 0)","1859","0.2500","1960","","","","0","4","375000.00","375000.00","355000.00","","05/30/03","","0"
"273-0192-052-0000","2624","Arboreta","95608","4","4 (4 0)","3820","0.2130","1991","","","","0","44","699000.00","675000.00","630000.00","","07/10/03","","0"
"245-0053-014-0000","4257","Jan","95608","3","2 (2 0)","1642","0.2700","1959","","","","0","4","245000.00","245000.00","245000.00","","05/29/03","","0"
"282-0072-010-000","4937","Melvin","95608","3","2 (1 1)","1406","0.2314","1955","","","","0","27","225000.00","225000.00","215000.00","","07/02/03","","0"
"283-0133-009-0000","2211","Garfield","95608","3","2 (2 0)","2460","0.6200","1942","Fixer","","","0","50","475000.00","475000.00","460000.00","","06/26/03","","0"
"258-0350-018-0000","4026","Knoll Top","95608","2","2 (1 1)","1166","0.0300","1972","","","","0","6","164950.00","164950.00","164950.00","","06/12/03","","0"
"258-0320-033-0000","5233","Gibbons","95608","4","2 (2 0)","1344","0.0300","1972","","","","0","10","185000.00","185000.00","185000.00","","05/30/03","","0"
"232-0081-010-0000","5543","Woodleigh","95608","3","2 (2 0)","1470","0.2500","1958","","","","0","11","239500.00","239500.00","244000.00","","06/04/03","","0"
"232-0203-018","5640","Sapunor","95608","4","2 (2 0)","1500","0.1456","1958","","","","0","46","239000.00","229000.00","229000.00","","07/21/03","","0"
"289-0412-002-0000","1420","MISSION","95608","3","2 (2 0)","1891","0.2500","1962","","","","0","16","360000.00","360000.00","350000.00","","05/30/03","","0"
"256-0111-013-0000","3621","Winston","95608","3","1 (1 0)","1053","0.2500","1957","","","","0","51","239950.00","210000.00","210000.00","","05/30/03","","0"
"272-0063-001-0000","5301","Robertson","95608","4","2 (2 0)","1700","0.2000","1950","","","","0","132","225000.00","225000.00","226000.00","","05/30/03","","0"
"236-0203-013-0000","5046","Martin","95608","3","2 (1 1)","1195","0.2100","1961","","","","0","8","240000.00","240000.00","235000.00","","05/12/03","","0"
"232-0252-018-0000","5344","Hesper","95608","3","2 (2 0)","1330","0.1500","1962","","","","0","35","221000.00","221000.00","199000.00","","08/10/03","","0"
"245-0053-006-0000","5937","Ranger","95608","4","2 (2 0)","1617","0.1900","1965","","","","0","42","245000.00","245000.00","252000.00","","05/23/03","","0"
"283-0161-013-0000","2240","Shelfield","95608","4","3 (2 1)","2163","0.2600","1967","","","","0","118","350000.00","350000.00","335000.00","","05/20/03","","0"
"232-0420-002-0000","5902","Via Casitas","95608","3","3 (2 1)","1320","0.0220","1971","","","","0","18","169000.00","169000.00","165000.00","","06/27/03","","0"
"282-0360-028-0000","4836","Thor","95608","5","3 (3 0)","2847","0.1700","1975","","","","0","99","475000.00","469000.00","455000.00","","09/12/03","","0"
"256-0031-012-0000","5041","Patric","95608","3","2 (2 0)","1460","0.2400","1959","","","","0","79","279900.00","279900.00","280000.00","","06/23/03","","0"
"283-0480-021-0000","69","Covered Bridge","95608","4","3 (2 1)","2550","0.1800","1976","","","","0","222","579500.00","579500.00","555000.00","","06/16/03","","0"
"272-0242-035","2648","STAMP MILL","95608","3","3 (2 1)","1784","0.1300","1990","","","","0","41","265000.00","265000.00","266600.00","","07/03/03","","0"
"256-0242-048-0000","4643","Mona Woods","95608","3","4 (2 2)","2556","0.2900","1984","","","","0","137","399950.00","399950.00","395000.00","","07/03/03","","0"
"273-0330-028","3201","PANAMA","95608","2","2 (1 1)","963","0.0850","1983","","","","0","26","175000.00","178000.00","178000.00","","08/04/03","","0"
"273-0161-003-0000","2807","Panay","95608","4","2 (2 0)","2100","0.2390","1957","","","","0","40","364500.00","364500.00","359900.00","","07/31/03","","0"
